codigo,descricao,prod_url
22973BR-CP,Crue MON SEMI PROFISSIONAL COZINHA CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22973BR.png
22973BR-BL,Crue MON SEMI PROFISSIONAL COZINHA BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22973BR.png
22973BR-VS,Crue MON SEMI PROFISSIONAL COZINHA VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22973BR.png
24982BR-CP,PURIST - MON SEMI PROFISSIONAL COZINHA,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/24982BR.png
76372BR-4-CP,CARAFE - MIST MON COZ PARA FILTRO CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/76372BR-4.png
22975BR-CP,Crue MIST MON COZ CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22975BR.png
22975BR-BL,Crue MIST MON COZ BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22975BR.png
22975BR-VS,Crue MIST MON COZ VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22975BR.png
22972BR-CP,Crue MIST MON COZ DUC REMOV CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22972BR.png
22972BR-VS,Crue MIST MON COZ DUC REMOV VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22972BR.png
22972BR-BL,Crue MIST MON COZ DUC REMOV BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22972BR.png
21367BR-4-CP,MIST MON COZ DUC REMOV TAUT CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/21367BR-4.png
37338BR-4-CP,MIST COZ PAR STRAYT CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/37338BR-4.png
597BR-C4-CP,MIST MON COZ DUC REMOV SIMPLICE CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/597BR-C4.png
597BR-BL,MIST MON COZ DUC REMOV SIMPLICE BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/597BR.png
597BR-C4-VS,MIST MON COZ DUC REMOV SIMPLICE VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/597BR-C4.png
22034BR-CP,SIMPLICE MIST MON COZ CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22034BR.png
22034BR-BL,SIMPLICE MIST MON COZ BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22034BR.png
22034BR-VS,SIMPLICE MIST MON COZ VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22034BR.png
72360BR-CP,MIST MON COZ ALEO CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/72360BR.png
7505BR-C4-CP,MIST MON COZ DUC REMOV PURIST CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7505BR-C4.png
7505BR-C4-VS,MIST MON COZ DUC REMOV PURIST VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7505BR-C4.png
99175BR-4-CP,MIST MON COZ BICA REMOV ALEO CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/99175BR-4.png
20589BR-4-CP,TORN COZ PAR ALEO CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/20589BR-4.png
99480BR-4CD-CP,TORN COZ KUMIN CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/99480BR-4CD.png
99482BR-4-CP,TORN COZ PAR KUMIM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/99482BR-4.png
23674BR-CP,SUPLEMENTO DE CANOPLA RED CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/23674BR.png
23674BR-BN,SUPLEMENTO DE CANOPLA RED BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/23674BR.png
23674BR-BL,SUPLEMENTO DE CANOPLA RED BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/23674BR.png
23674BR-RGD,SUPLEMENTO DE CANOPLA RED RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/23674BR.png
23675BR-CP,SUPLEMENTO DE CANOPLA QUAD CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/23675BR.png
22935BR-K-NA,MECAN CERAM ESQ 1/4 VOLTA FABRIMAR Q,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22935BR-K.png
75746BR-K-NA,MECAN CERAM DIR 1/4 VOLTA FABRIMAR F,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/75746BR-K.png
22936BR-K-NA,MECAN CERAM ESQ 1/4 VOLTA DECA Q,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22936BR-K.png
78368BR-K-NA,MECAN CERAM DIR 1/4 VOLTA DECA F,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78368BR-K.png
22937BR-K-NA,MECAN CERAM ESQ 1/4 VOLTA DOCOL Q,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22937BR-K.png
78369BR-K-NA,MECAN CERAM DIR 1/4 VOLTA DOCOL F,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78369BR-K.png
2975BR-KS-NA,"BASE VALV TERMOST 3/4"" MASTERSHOWER",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/2975BR-KS.png
27339BR-K-NA,"BASE REGISTRO GAVETA 3/4""",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/27339BR-K.png
27340BR-K-NA,"BASE REGISTRO PRESSÃO 3/4""",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/27340BR-K.png
2977BR-K-NA,BASE R PRES MEC CERAM 1/4 VOLTA M.SHOWER,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/2977BR-K.png
728BR-K-NA,VALV DESV CHUV 2-3 VIAS MASTERSHOWER,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/728BR-K.png
55ADAP-01-NA,MECAN VALV GAVETA DECA,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/55ADAP-01.png
55ADAP-02-NA,MECAN VALV GAVETA DOCOL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/55ADAP-02.png
78370BR-K-NA,BASE MIST CHUV 1/4 DE VOLTA,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78370BR-K.png
880BR-BN,BASE MIST MON CHUV 40MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/880BR.png
880BR-CP,BASE MIST MON CHUV 40MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/880BR.png
880BR-RGD,BASE MIST MON CHUV 40MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/880BR.png
880BR-TT,BASE MIST MON CHUV 40MM TT,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/880BR.png
880BR-BL,BASE MIST MON CHUV 40MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/880BR.png
882BR-BN,BASE MIST MON CHUV/BANH 40MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/882BR.png
882BR-CP,BASE MIST MON CHUV/BANH 40MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/882BR.png
882BR-RGD,BASE MIST MON CHUV/BANH 40MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/882BR.png
882BR-TT,BASE MIST MON CHUV/BANH 40MM TT,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/882BR.png
882BR-BL,BASE MIST MON CHUV/BANH 40MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/882BR.png
